restaurant_name,restaurant_user_name,restaurant_user_review
Cascina Spinasse,Stephen K.,"Summary: If you solely come here for a specific pasta dish, you will leave satisfied. But everything else is as unmemorable as it gets- from the service to the house bread to the dessert to the $30 trout (more on this later).
Elon Musk. Stephen Curry. Bill Gates. The Backstreet Boys. What do these transcendent cultural icons all have in common you ask? They went against the grain. Against popular belief. And that is what I must do in saying, aside from one pasta dish, Spinasse is an average restaurant. To say I was hyped to have snagged a reservation on a weeks notice in one of the hardest restaurants to book in the city would be an understatement. And ya know, maybe the high expectations I came with me doomed my experience from the start so I'll take some culpability in the an overall experience that was just really average.
Nestled on the outskirts of Cap Hill, Spinasse exudes a romantic, intimate vibe from the moment you walk in. So at this point I'm thinking okay, this is my last meal with my significant other before they leave Seattle, and we gonna go out with a bang! Spinasse said nah, check yo self.
SIDE NOTE: It's a huge pet peeve of mine when restaurants try and make their menu a version of Webster's Dictionary Word of the Day that us peasants can't understand. Degustanzione, braciola, guancia, tajarin, barbabietole, who knows what these mean! Smh. But I suppose the Italian adds a flare to the authenticity and I'm probably just being dramatic since at least there are descriptions.
We ordered:
1. Tajarin con burro salvia (4/5 Stars) $15 small portion: The ICONIC hand cut egg pasta with butter and sage was light and flavorful. And it also tasted exactly like the Butter and Sage Gnocchi from Trader Joe's. The dish could have perhaps used a little bit more kick, but nonetheless I enjoyed it and marveled at the texture of such finely cut thin noodles. I've never quite eaten a noodle like that, and this brother has had a lot of noodles believe me.
2. Tajarin al ragu (5/5 Stars) $28 large portion: This dish was exemplary. The pork and beef ragu perfectly complimented the egg pasta, and even tasted a little sweet. And honestly, for all my asian noodle folks out there, the first thing I thought of was this meat tastes exactly like the mince pork of Rou Zhao Mian!!! Just Italian style. So that's probably why I loved it so much.
3. Agnolotti dal plin (3/5 Stars) $16 small portion: This is where the meal started going downhill. The agnolottis were absolutely tiny and filled with beef and pork. And while it didn't taste bad, the agnolottis were drowned in shaved cheese and left you feeling simply unsatisfied. I felt like I had to ration every one which was eaten in a half a bite because there were so few and each was so small. Granted we did get the small portion, but if you are looking to get the best bang for your buck, this ain't it.
4. Trota (2/5 Stars) $30: I almost fell out of my chair when this came out. Imagine a rectangle in your head, and and add a little fish tail to the end of it. That's exactly how the trout came out. I appreciated the fact that all the bones were plucked out, and the salsa of sage and golden raisins underneath was quite good- but the star of the dish is supposed to be the trout and it was so unmemorable. It had little to no flavor, and the presentation of a rectangle + tail left much to be desired. I was upset I didn't order another large of the tajarin al ragu with Trout money.
5. Torta al cioccolato (2/5 Stars) $11: The table beside us ordered this dish, and it looked SO APPETIZING. Plus I was desperate to salvage the meal and end it on a high note. And while the dark chocolate cake with buttercream wasn't bad, it wasn't good either. It tasted like a chocolate cake. It wasn't moist inside, but it was rock hard either. Nothing made me want to eat more, and I ate it out of the immigrant mentality of no food wasted upon which I was raised.
I would come back for the beef ragu, but that is it. I will also say our server again wasn't rude or bad, but she also didn't enhance the overall experience. She seemed a little disinterested and went through the motions, and did not provide genuine, heartfelt hospitality. Of course, we aren't entitled to amazing service by any means, but when a restaurant does have that amazing hospitality, it adds so much to the experience.
TIP: For $105/person, Spinasse has a deal where the table shares every single appetizer, pasta, and main entree dish on the menu (slightly smaller portions but still a good deal)."
Cascina Spinasse,Ellen C.,"Wow, their pastas are really really delicious. The noodles are really thin which really brings out the flavor. Based on the yelp reviews, we ordered 2 half order pastas (the ragu and the butter/sage), a kale dish, and the onion stuffed with meat. Everything was delicious and between the 2 of us, we were absolutely stuffed.
I loved that they offered reservations for a Saturday evening at 6:30PM. I also did make the reservation about 1 month in advance. Parking was really easy since it was an early dinner, and was able to find street parking right next to this restaurant."
Cascina Spinasse,Ivy L.,"My friend loves this place and was absolutely adamant that we do our annual girl's holiday dinner here this year - so much so that even though the restaurant was booked, she called and left a message and was able to secure a reservation for us weeks in advance. I wasn't going to argue, I love pastas and homemade pastas are the absolute best! We had reservations during the holidays for a table of 5, and everything was set up and ready for us when we arrived. Parking wasn't horribly bad since it was on the outskirts of Capitol Hill, not in the mist of all the bars/restaurants/busy areas. We were able to find decent street parking quickly on a Friday night at 8pm. The restaurant itself is small and can be easily missed cause we definitely walked right passed it and had to turn around and walk back! It is a tiny little entrance right next to Altura, if you pass Altura by a lot, turn around! The is a double door leading to the interior to block out the wind, which is a nice touch. The interior is rustic and lightening makes it look like a candlelit tavern. The only complaint I had was the chairs - they were so so uncomfortable, it actually took away from my dining experience cause of how sunken the woven seats were and how erect the back was - please get new chairs!
Our server was quick and super friendly. We ordered a round of drinks, the Aperol Spritz was light and refreshing. We ordered 1 appetizer, 3 pastas, a main, and 2 sides to share between 5 girls and I thought the portions were definitely small. We were an ok full, but definitely not stuffed and could have maybe used a bit more food. The large pasta dishes were indeed on the smaller side, especially for the price. With that said, the pastas were good. We ordered the Agnolotti Dal Plin - little small pillows of delicious goodness. The tiny pillows were stuffed with such a flavorful concoction of meats and cheeses, beef and pork filled Agnolotti with a Double Brodo and Marjoram goodness to be excact. They were a burst of flavorful and the pasta was perfection (5/5). We also ordered the Tajarin con Burro e Salvia - basically a butter and sage pasta. Super simple but so much flavor. The tajarin pasta is Cascina Spinasse's signature dish - the super thin pasta is rare in most restaurants and Spinasse does it well. Lovely flavors of butter and sage, definitely the perfect ratio (5/5). And lastly, for the pastas, we ordered the Tajarin al Ragu. Again, an amazing ragu sauce with the right amount of cheese and the thin tajarin that just lets the sauce speak for itself. Delicious, albeit slightly on the salty side, just slightly. (5/5). My favorite dishes were indeed the pastas here - we also had two sides of kale and brussel sprouts - nothing to rave about there but a bit of greens to add to our carbo loading! The server recommended the Cipollini Ripiene - Roasted Cipollini Onions Stuffed with Beef and Pork Sausage with Toasted Pine Nuts and a side of bread as an appetizer and it was delicious! We had a friend who doesn't like onions but the mixture was cooked so well, you can't even taste the onions cause of the stuffed sausage. A good spread for the bread service (5/5). I also loved the amuse bouche, complimentary of the chef, the butter and anchovies toast was the most delicious mix and I would never think to serve butter with anchovies on top. Yum yum yum! I wish we could've ordered this dish alone. And our last dish was the special of the night, Pork Belly with Potatoes. The pork belly was tender and flavored well, though it wasn't my favorite dish of the night. The restaurant definitely stands out cause of the pastas!
Overall, good experience and lots of delicious dishes. Pastas, amuse bouche and appetizers were all fantastic. The sides and pork belly fell a little short, though definitely not bad by any means. For dessert we had the tiramisu and the panna cotta - by far the best panna cotta we've had in a long time. The tiramisu was in a small jar and was just ok - I think the panna cotta just stole the show! Service was good, ambiance homey, but chairs need to be replaced for comfort!"
Cascina Spinasse,Jun Li Z.,"Came here solo as I had always wanted to try this place out - it was in December. Sat at the bar and the waiters and waitresses alike were all friendly. There was one waiter - I forgot his name but he was super nice!
Service: Terrific and professional - almost fine dining-like.
Food: Ordered the appetizer - squash with bacon and nuts on it; thought I'd needed this one because I assumed the pasta wouldn't be enough. It was yummy but I actually didn't like squash as much. Ordered the beef ragu pasta and OMG it was toooooo good! I would order this again and again. I heard the butter and sage was also delicious!
Pricing: Be prepared to spend a bit more than your usual fare for dinner or lunch. This place is pricey - their service and quality of food makes up for it as they should if they are going to charge that much.
View from the Bar: If you are on a date or just traveling solo - I recommend sitting by the bar. I really enjoyed watching the workers make the pasta live! It was so fun to watch! You get to see them cut the noodles and slice and dice it. They seemed like perfectionist and made sure all of them were equal in size!"
Cascina Spinasse,Sheryl K.,"I want to start by saying that this is my most favorite Italian restaurant in Seattle. I've tried many pasta places in the city, but Cascina Spinasse is my go-to. I even designated this spot to be my birthday dinner restaurant!
I am absolutely obsessed with their butter sage pasta. I don't know what it is about this dish, but it's so delicious. I could literally eat this every day.
I've had several dishes that I thoroughly enjoyed, but the butter sage pasta is what always stands out and what keeps me coming back. I don't think I've had anything that I didn't enjoy here. They also have amazing desserts. The last dessert I had was their tiramisu. I'm not a huge tiramisu fan, but I enjoyed theirs. It was so flavorful and delicious.
The only thing that bums me out about this place is that it's so popular and sometimes challenging to get a reservation in. Sometimes we go as early as possible to see if we can get bar seating. It's usually a hit or miss, but if they can fit us in, I'm generally down to wait for them to clear up some space.
If you're into delicious, freshly made pasta like me, you need to come here! But I highly recommend calling ahead to see if you can get a reservation. Otherwise, try getting there really early when they open for dinner to see if they can fit you in."
Cascina Spinasse,I L.,"Everything was good.
Would order again by deliciousness:
Agnolotti
Onion stuffed sausage
pasta tajarin el ragu
The egg with cheese fondue was a bit too heavy for us. We ordered tajarin butter and sage a few years back - it was way too salty. Not sure if it was just an off night.
Service was exceptional."
Cascina Spinasse,Jennifer O.,"I made a reservation for Spinasse four months ago and due to conflicts that kept coming up, I had to bump the reservation twice. I was so excited to come here with my hubby for date night last night and must say kudos all around.
Food: we usually splurge when it comes to date night and spared no expense at Spinasse. We ordered two small pastas, two entrees, a side of veggies and two desserts. We ordered the butter sage tajarin and the the agnolotti. The portions were definitely small which was perfect for shareable dishes. The tajarin was rich and buttery and kind of had this melt in your mouth aspect to it. It was good but i would likely get the version with meat my next time around. I'm a gal who likes meat. Then came out entrees. Hubby got the beef cheek dish and I got the trout. I was dumbfounded when what looked like an entire fish arrived in front of me - skin , tail and all! I was expecting a filet and that was def not what I got. It honestly didn't look appetizing at all but was well seasoned and damn delicious when I got into it. Hubby loved his dish as well. I liked how the flavors of both of our dishes were complex but yet light at the same time of that makes any sense. It was a sophisticated delight to eat. We had sautéed kale with our meal and while it was good, it was honestly a little too salty. Then came dessert. Hubby got the apple tart and I got tiramisu. Both were BOMB. The tiramisu was rich and creamy, so good. Highly recommend both! We left extremely satisfied!
Service: the food at Spinasse is 4.75 stars but the service tips it to 5 easily. As mentioned, we had a reservation for 6:45pm on Friday night. We arrived at the restaurant at exactly 6:45p and was seated IMMEDIATELY. So many restaurants fall short of this gold standard unfortunately. In addition to be being seated promptly, we were also tended to frequently and the wait staff was extremely friendly and knowledgeable.
Atmosphere: small cozy classy restaurant but sans the 'tude. I can dig it. The restaurant is lively without being loud. Most patrons were on intimate dates and this is perfect spot for it.
Overall: excellent date night spot. Excellent food. Will return absolutely."
Cascina Spinasse,Rio D.,"Precaution: I'm very picky in general when it comes to food. I have very delicate pallet and I've traveled abroad a lot and gone to many restaurants. Especially when it comes to Italian, I tend to be a bit unfair because I'm used to Italian-Italian (lived there and visited many times.) So I should say maybe they are five but I just miss the authentic Italian. So four star. But everything else is good. Nice restaurant, service, menu, atmosphere, hip and trendy. Perfect for date night."
Cascina Spinasse,Alina H.,BEST DINNER EVER. Max was our waiter and was so knowledgeable and fun! He asked us lots of questions and helped us pick so many perfect courses. Service was insanely quick and some of the best Italian food I've ever had (outside of Italy)! Go go go go so worth it.
Cascina Spinasse,Michael P.,"One of the first Italian stops in Seattle: @spinasseseattle
Get a reservation because seats are definitely hard to come by! If I were to recommend anything, the pastas are phenomenal. STICK WITH THESE. You cannot go wrong. Be blessed. Both tajarins are staples of the restaurant and are the only pastas that do not get changed on the menu.
1. Antipasto misto della casa: uva con gorgonzola (fresh grapes with Gorgonzola piccante, hazelnuts, chicories, and parmigiana-filo crisps), vitello tonnato (poached veal loin with tuna maionese, parsley, and fried capers), insalata di peperoni (roasted peppers with chickpea purée, boiled egg, and anchovies), and prosciutto di Parma (pio tosino 14-month aged prosciutto with fresh melon)
2. Tajarin al ragù: fine hand-cut egg pasta with pork and beef ragù
3. Agnolotti dal plin: beef and pork filled agnolotti with double brodo and majoram
4. Pancetta ripiena: prosciutto-stuffed pork belly with roasted marble potatoes and rosemary
Tongue? Blessed."
Cascina Spinasse,Madeline C.,"Absolutely wonderful experience, including the food, service, and atmosphere. We made a reservation which was a good choice as our table was ready right when we arrived. I loved the warm, cozy Italian ambiance. We had the stuffed pearl onions (cipollini ripiene) as an appetizer which melted in our mouths with every bite. Then, we split the pasta dish tajarin al ragu, which was very rich and delicious, along with a side of the Zucca (I was skeptical of squash but it was very good and filling with yummy nuts and and Parmesan on top). Definitely a bit pricey but so wonderful for a special occasion or date night!"
Cascina Spinasse,Derek B.,"I had high expectations going into this, and I was not let down. I get nervous when I have to give a credit card in advance for a reservation, but I was dedicated and ready to commit. This place had been on my list for a while. OpenTable only had reservations very late in the evening, and when we called via phone (the horror!), they were able to accommodate seating us earlier, which was amazing because I was exhausted.
It has a dark ambiance. I don't know what rustic actually means, but maybe it was that? The table was ready and set up when we got there, so that was appreciated. The server was very cool. And that didn't prevent him from being very polite and providing excellent service throughout the meal.
The bruschetta was not what I typically think of when I think of bruschetta but it was amazing. The tajarin is one of their staple things, and I enjoyed that. The cavatelli with braised beef short rib ragu was definitely to the next level goodness. At this point in ordering food, I was nervous that I wouldn't be able to eat more, but somehow that wasn't an issue when the food came out and ordering the pancetta was not a mistake.
We ended the meal with this chocolate torta thing that was so balanced - it wasn't too heavy or overly chocolately. And the grappa pairing that they recommended was so on point.
I will definitely be coming back. I appreciate the great service, the recommended pairings worked really well, and all of the dishes that were ordered were consistently excellent."
Cascina Spinasse,Thao N.,"Finally got the pleasure to come here to try out their famous butter & sage pasta. One of those small, intimate settings with the dim lighting that I appreciate, but that means no photos for you guys;) The plates looked tiny, but is actually very filling so I recommend you getting a few of the half size pastas for more variety.
Going back to the butter & sage pasta, literally all my clients have been raving this so I've had it on my radar for a while now. I think they used actual angel hair because it was magical. It's one of those food porn moments, where it enters your mouth and might explode from all the bomb flavor.
Highly recommend coming here for any special occasion; birthdays, anniversaries, death of evil boss, or if you're a foodie like me and love exploring new places on a random Tuesday to avoid crowds, although this popular spot is busy all the time.
Tell me about your experience if you've been here or is going to after reading this review:)"
Cascina Spinasse,Spat S.,"Top food and service. Sat at the bar on a Friday night, great atmosphere and could see the pasta being freshly made in the kitchen. Our server was friendly and knowledgeable about all the dishes. Wines were amazing. Highly recommend the butter pasta staple, the ragu was also nice but didn't love it as much. Would definitely come back!"
Cascina Spinasse,Jennifer Y.,"Took an uber pool here - I suggest you do the same. Or walk? Seattle really isn't that stretched out the more you think about it.
Entrance is such a tease - what's behind those lovely white curtains? A magical place. Who knew that somewhere so cozy could exist on these cold rainy streets? There is one dining area (smaller) directly where you enter, then another (larger) adjacent to the left. The kitchen is visible through a glass windowpane where you can watch the pasta being made fresh and all the other happenings of the making of your food.
They're very friendly and understanding here. The moment you sit they ask you about any allergies or dietary restrictions. They're very clean - they clean every time they take away a plate. If you sit at the 'bar' - really it's just a nice view of the kitchen - they don't have hooks underneath the bar but they encourage you to hang coats on your seat or on their coat hanger hooks to the side.
Complimentary Crostinis
- Rabbit Liver Pate
Now I've never had pate so perhaps I'm just not cultured enough. But have you ever drank too much, then felt sick and thrown up? That after taste of thrown up alcohol is what this tasted like. I'm not trying to exaggerate or be overly rude, it's just exactly what this taste reminded me of.
- Butter and Anchovy
A lot of pepper. And a LOT of salt - tastes like extra salty fried fish. So, SO salty. Possibly too salty. But significantly better than the liver pate.
Tajarin con Burro e Salvia
Basically a very thinly sliced tagliatelle with butter and sage. This is a common combination but the first time I'd tried it. The sage didn't seem to mesh very well to me and the butter seemed almost like an aftertaste. The pasta however was undoubtedly fresh (not just because I'd seen them make it) but because it was so soft and rich. So soft it seemed like it should fall apart in your mouth but somehow still retained texture.
Carote Arrotiste
Huge, huge chunks of carrot. I wouldn't recommend getting this for one person because it could be a whole meal in and of itself. They were perfectly cooked but that's where the positives ended. Sweet then sour then various herb flavors - didn't seem like any of it meshed well together. The sour came through very, very strong."
Cascina Spinasse,Rosa K.,"I've been wanting to try out this place for so long and I finally got my chance! I came here on a Friday night (after 8pm) and I didn't make a reservation. I was hoping that since we got there around 8:30pm, we wouldn't have too long of a wait....they said the wait was 1.5 hours. SO DON'T FORGET- MAKE A RESERVATION! We weren't in a rush so we put our names down and go to the Italian restaurant next door to grab a drink and an appetizer (Artusi) while we waited (you can read my review for that separately :) )
We got the call around 9:45pm that our table was ready. We headed over there. I knew that I wanted to try the Tajarin but I couldn't decided if I wanted to go simple with the butter sage or the ragu. We decided to do BOTH. The pasta noodles were SO thin and just melted in my mouth.
Though the noodles were the same, the taste of the two dishes were so different. I did love the simplicity of the butter sage, but I felt that there was more flavor in the Tajarin al ragu (I love meat sauce). The butter sage had such a rich but delicate taste. The hint of sage elevated the pasta to feel elegant. The Tajarin al ragu is more of a homey taste. It has more ""umph"" from the tomatos and the meat which is right up my alley.
We got the smaller size of each of them and we were able to eat them both (even after our appetizer meal next door). The pasta noodles aren't as heavy and filling like ""normal"" pasta noodles which was a nice because I didn't feel as full or bloated.
The service was amazing, the waiter was so friendly- went through the menu, portion sizes and wine selection.
I definitely don't regret getting both the Tajarin dishes. I will definitely be back!"
Cascina Spinasse,Owlburt L.,"Went here last Saturday with the wife and our daughter for a belated birthday dinner. I had been excited and had high expectations based on the reviews. I booked this over a month ago and was hoping for a great experience.
Unfortunately we were both quite disappointed. The service was good but that is expected for a high end restaurant like this.
The food, however, was a major disappointment.
We started with the Uva Con Gorgonzola and the Cippollini Ripiene (both highly recommended by our waiter). The Uva Con Gorgonzola was an interesting dish most of which is I have never paid $15 for about 10 green and red grapes cut in half with 5 crumbled pieces of cheese and some hazelnuts. The balance just wasn't there for us. The grapes were sweet, the dressing has some zing to it and the cheese was just too salty. The Cippollini Ripiene wasn't too bad but it was again, overly salted.Unfortunately the ""overly salty"" theme was to be repeat itself to every dish we ordered afterwards.
And I am someone who usually puts extra salt on everything. Hell I even have slightly high blood pressure because of the amount of sodium I ingest.
We then ordered half orders the Tajarin al Ragu and Agnolotti dal plin and the Pancetta Ripiena. Although all the dishes were not badly made, the fact that all them were overly salty, ended up overpowering any ""complex"" flavoring that might have existed under it.
With drinks our bill came out to abut $180 plus gratuity. In the end was basically $100 per person (since our daughter didn't really eat anything), which is way overpriced for something that was nothing special and overly salty.
We won't be back and that's unfortunate since we really wanted to like this place. I am not a penny pincher when it come to eating out, I don't mind shelling out the money for good food, but why pay 4 times more for something you can get at places Il Nilo or Il Corvo that is much better."
Cascina Spinasse,Dan C.,"I was looking for a good place for an anniversary dinner, and just did a web search for good restaurants for special occasions in Seattle. Spinasse was maybe the third one that came up, but they had me at fresh made pasta. And oh my, the pasta...
But im skipping ahead. The restaurant itself is nondescript from the outside, sandwiched between a couple of other Capitol hill eateries. Inside is clean and close, with a rustic feel. Depending on where you sit, you can watch pasta being made in the kitchen... long sheets of beautiful, yellow, eggy pasta... I'm getting hungry again..
Service was prompt, friendly, and generally fantastic, with care given to cleaning the table between courses and being careful to not touch the silverware and plates as they were being replaced. We even got an extra candle and a couple of Happy Anniversaries! towards the end of our meal.
The food was even better. To start, we had a poached egg in cheese fondue and a savory shallot flan served over spinach and topped with fried shallots. Both were excellent, but I could eat that flan every day for a year.
Main courses were pasta in brown butter sage sauce, and prosciutto-stuffed pork belly. The pasta was, in a word, perfect. The stuffed pork belly was pork stuffed in more pork, with an herbed demi-glaze, and roasted potatoes. Awesome.
I finished up with an apple crostata, paired with an excellent grappa, and my Mrs. had the lemon curd and ricotta layered mousse.
I've had meals all over the world, and this was in my top 5 best meals so far. The ratings already reflect it, but this is a restaurant worth checking out more than once; we literally started planning our next meal there about halfway through this one."
Tavolàta,Tay W.,"Atmosphere: Dark and lively.
Service: Awesome! Our waiter gave great recommendations and checked in on us regularly.
Food: My fiancé got the rigatoni & I got the Pappardelle. Both dishes were amazing. If you like your pasta fully cooked, be sure to let your waiter know. Their pasta is cooked al dents--a bit firm. It didn't taste bad, but I wouldn't have mind if it was cooked a little bit more!"
Tavolàta,Natasha G.,"I've come to Tavolata twice now and while the overall experience is passable, my 3 star rating is bc nothing really blew me away. In my most recent visit, I came with a large party (14 people) for my friends birthday dinner. My first of three stars this place gets is for the service - we were able to create a customized tasting menu including appetizers, pasta, entrees, sides, AND dessert for the birthday, with a mix of veg and non-veg options to meet the needs of various people in our party. The waiters were friendly and attentive throughout, and I'll add another star for an ambiance that is good for special occasions with large groups to date vibes or intimate friend group dinners.
The food didn't wow me though - I've had much more memorable Italian in a 5 mile radius of this place. We started with a standard meat board (it's hard to mess that up), burrata that honestly was bland, and fried lard which tasted a bit rubbery and not fresh. The pastas (potato gnocchi and ravioli) were also just ok - the ravioli had a weird honey taste mixed with the savory sauce, and while some cuisines nail the mix of savory and sweet, I don't think Italian pasta is the right place to try it (at least this one). Finally, the pork chop was hard to bite, chew, and swallow - it honestly tasted like a dish you would get at a college dining hall. The farroto (off the menu veg item), as well as the rapini, however, were decent - the garlic/lemon zest on the rapini was a nice palette cleanse from the pasta and the farroto was a solid veg risotto. My third star is for those dishes. Finally, the lemon donut dessert was fine, but again, better donuts and dessert options within a 5 min walk from here (cue Salt & Straw, General Purpose, and Frankie & Joes).
If you do end up coming here for some reason, ask for the Farroto and rapini and it'll satisfy your taste buds while enjoying the vibrant ambiance. I wouldn't waste your calorie intake or $$ on anything else from here."
Tavolàta,Lisa C.,"My husband and I decided to go here for my birthday. I had heard so many good things about it and it was an Ethan Stowell restaurant after all.
It was very unimpressive. The buratta appetizer with lemon curd like topping was delicious. But it ended there. That should have been recommended as a dessert, not appetizer. The eat if the meal, pasta, was overpriced for what it tasted like and the amount.
The most odd thing which may sound great... But was awkward for me was we had three different servers take our appetizer order and hence we were confused what was really going to come and if we would get duplicates. It all worked out as we tried to be clear that another waiter had taken our order. But I found that burden and all the interruptions very uncomfortable.
Anyway, I was underwhelmed."
Tavolàta,Peter C.,"So so so much to like about Tavolata. Get the bread basket - it comes with this delicious spreadable cheese and balsamic vinegar. But the star is the spreadable cheese -it will blow your mind how flavorful it is. They didn't have any specials that night, so I played it safe with spaghetti & meatballs. But goodness gracious this is nothing like what you can make at home, and that's the whole fun of eating out. It's covered in a pile of parmesan with sturdy, firm noodles and it's SO good. Run, don't walk to this one. Slightly dim lighting so you might think it's a romantic date spot, but it's kind of loud on the inside, unless you're lucky enough to get a quiet corner somewhere. Anyway, just go and thank me later."
Tavolàta,Camille W.,"My friend and I were exploring Capitol Hill and happened upon Tavolata and we were both pleasantly surprised! It happened to be 15 min before happy hour ended and the barista took our orders in just in time. One thing I will say is I do not think I would be as happy paying full price for what we got, which is why it is 3.5 stars.
We ordered the arugula salad, bruschetta, spaghetti, and rosemary gimlets. The arugula salad was crisp, cheesy, and lemon-y exactly what you're looking when consuming a bitter salad. It was actually my favorite part of the meal ¯\_(ツ)_/¯ The spaghetti was a little too anchovy-y which I found odd since I was searching for the salt and pepper shakers... the meatballs were good but the flavor was lacking. The pasta appeared to be fresh pasta but was just a tad too al dente. My friend and I both agreed within our first bite that it should've had more time in the hot water, but the parm shavings were a nice touch. The bruschetta did not come had we not asked about it, which was fine with us since we were working on our other choices, but I had to ask for that. But it was sourdough bread with a very unique dip and a side of olive oil and balsamic.
Sitting at the bar made me realize how tricky it must be to multitask all the aspects of a full menu and drinks for the whole restaurant. The gal at the bar handled it like a champ. The rosemary gimlet was actually one of the most memorable! Refreshing, perfect amount of rosemary taste and citrus and relatively strong on the gin, which is an excellent balance. Our bill was $30 each with tip which I thought was still on the higher end for what we got.
All in all, I would perhaps try it again if I were coerced into it but I don't know if the pasta made that much of an impression to me to come back. I've had better pasta elsewhere, maybe I just didn't order the right thing?"
Tavolàta,Huong L.,"This was on my list of Seattle restaurant week and it did not disappoint at all.
We made reservations for 6 on Monday and got seated right away. I was interested in their happy hour menu as well and they were able to accommodate us for the bar area.
The menu was awesome for SRW - you get to choose an appetizer, entree and dessert on their regular menu!
- Brussels sprouts - filling, good texture, a little bland
-albacore with mussles - interesting, the albacore was thick cut and cooked medium rare. It was bland but went well with the mussles and sauce
-sorbetto - ice cream went well with the cookie, but wasn't sure where the sweet and salty came from as both was sweet. The ice cream was coconut lime and was good.
The HH menu was also awesome!
-bruschetta - fish was good and was a lot on the crunchy/soft bread. Flavor was spot on.
-parpadelle - favorite meat sauce, and the pasta was cooked perfectly
Price and portion for both menu was generous and I would definitely come back! Service was ok, not particularly amazing but better than what I expected. This is probably one of the best SRW restaurant Ive been to."
Tavolàta,Cindy V.,"Lovely environment. Romantic for dates and a great spot for happy hour - Pasta dishes running less than $15 that are filling! My favorite from the happy hour menu is the rigatoni with spicy sausage. Delicious, makes me want to get more every time. The gnocchi is also decent, no complaints.
The chicken ravioli is super bomb, I definitely recommend this dish (not on HH). At first I thought this dish was small but was filling even though I was super hungry.
Bruschetta with smoked fish - the fish is amazing! Tasted very fresh. I just wish the bread was a little softer. It was a little too crunchy to our liking but still a solid appetizer. I also tried the olive appetizer before but didn't really enjoy it.
I've only gone here for dinner and the wait for the food is pretty long. Service is okay nothing spectacular. I would suggest making reservation to avoid long lines for the weekend since it can get pretty busy or if you want to sit at the booth."
Tavolàta,Joey J.,"This place gets busy very, very fast. We were able to sneak into the bar area for some dinner. Cocktails were good, but the mai tai was very fruity. Espresso martinis were espresso forward.
The steak tartare was good, but almost too cold. I had the spaghetti with anchovy off the happy hour menu and it was the highlight. My wife had the tagliatelle with scallops, and she hated it. Scallops were diced up and the Alfredo type of sauce was off. It was honestly inedible but we were told it was a new add to the menu and delicious. It's also one of, if not the most expensive pasta on the menu.
I would go back for happy hour and just order off that menu. 4 stars without the tagliatelle factored in."
Tavolàta,Simone T.,"Well I am biased, because I met the love off my life at Tavolàta when my friend and I were at happy hour one evening. I love this place so much and am so grateful for it. The pasta and bread spread is always delicious and hopefully we will spend our anniversary here for years to come. If you happen to go for ddinner make sure to get some bubbly as well because they have a wonderful selection to pair with dinner."
Tavolàta,Ju C.,"Burrata: The cheese was just so fresh and well balanced with pear
Ricotta ravioli: The ravioli had the perfect amount of chew. The Sauce was nutty, zesty and sweet, perfect with ricotta cheese.
Pappardelle: This was one of the best pasta dishes I have ever had. The handmade pasta was so good and the ragu sauce was just a little spicy and minty so not greasy at all."
Tavolàta,Theresa L.,"Belltown as usual parking is horrible on a Saturday night. Luckily found a parking spot not far.
Booked a table a month in advanced. When we arrived we waited a little while but was seated fairly quickly. We sat at a shared communal table. Food came out hot and tasted great. Hand made in house pasta was perfect. The pork chop was so big, perfectly cooked. We enjoyed the pork chop over the beef.
We will go back again but must allow time to find parking."
Tavolàta,Siddhartha G.,"'Woohoo as good as it gets' is just about right for Tavoláta, I don't believe I've had better Italian cuisine in recent memory. My sample space though is only the bay area, but San Jose's Little Italy restaurants can hold their own.
The novelty factor at Tavoláta is high, beginning with super-spicy Calabrian spice roasted pistachios and ending with hazelnut chocolate topped with the bitterest grapefruit marmalade you'll ever have. Get it while you can, when I tried asking for the marmalade's source they told me it's only temporarily on the menu.
And of course, if the start and the end are so good, how could they falter on the middle course? Main entreé was a cheesy sumptuous semolina ravioli delight, the Gnocchi alla Romana.
It would be worth coming back to Seattle just to eat at Tavoláta again."
Tavolàta,Kristen K.,"My best friend in Seattle recommended this restaurant as his favorite Italian spot in the city, so we decided to make a reservation when a group of us were in the city.
It was a rainy Sunday evening and the restaurant was not too full when we came in for our reservation.
We each order our own dishes and I got to try some of my friend's dishes as well. Everything was very well plated and delicious (al dente)!!
Food:
Pappardelle - My friend and I split the Pappardelle and the spaghetti. I like the pappardelle more because it was a meat sauce and I haven't had an anchovy sauce before on my pasta. Both pastas were perfectly al dente and a pretty sizeable portion.
Anchovy Spaghetti with side meatballs - Meatballs were delicious! The spaghetti was a bit more fishy than I expected, but I liked the pasta overall. It was just more overpowering than I thought.
My friends all seemed very happy with their pasta dishes (also the salumi board was excellent). We all pretty much cleaned up all of the food somehow. I think the bucatini might have been a clear winner of the pastas though.
Overall, really delicious Italian restaurant in Capitol Hill. Very nice space and excellent service. Definitely would recommend coming here to try some delicious pastas!"
Tavolàta,Kevin Z.,"Pretty run of the mill Italian fare. We had a large table come in for a birthday dinner. We ordered the rigatoni, papparadelle, tagliatelle, spaghetti and meatballs, hanger steak, and porchetta. The pastas were ultimately forgettable as the flavors and textures were decent but nothing special. Visually, the porchetta was stunning but came to our table very cold and had to be reheated. The dish ended up being disappointing because it was fairly one dimensional favor wise.
Overall, service was great but food left much to be desired."
